,Adjusted net national income (current US$),Consumer price index (2010 = 100),Control of Corruption: Estimate,"Current account balance (BoP, current US$)","Exports of goods, services and primary income (BoP, current US$)",External balance on goods and services (current US$),GDP growth (annual %),General government final consumption expenditure (% of GDP),General government final consumption expenditure (current US$),Government Effectiveness: Estimate,"Government expenditure on education, total (% of GDP)",Gross national expenditure (current US$),Gross value added at basic prices (GVA) (current US$),"Imports of goods, services and primary income (BoP, current US$)","Industry (including construction), value added (annual % growth)","Inflation, consumer prices (annual %)","Manufacturing, value added (annual % growth)",Merchandise exports to high-income economies (% of total merchandise exports),Merchandise imports from high-income economies (% of total merchandise imports),"Net capital account (BoP, current US$)","Net financial account (BoP, current US$)","Net primary income (BoP, current US$)","Net secondary income (BoP, current US$)",Political Stability and Absence of Violence/Terrorism: Estimate,Population growth (annual %),"Primary income payments (BoP, current US$)","Primary income receipts (BoP, current US$)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,Classes
52,133395230789.824,121.642047406389,0.0311542917042971,-1283430268.00208,152154474709.0903,3785818482.075277,4.864225735118907,20.08572479694305,32944698272.896164,0.45059597492218,4.22488021850586,160234641849.58368,138536606344.1822,152428467243.7082,4.500475042753834,3.33858635382008,1.7540041632289984,86.8115592146821,80.59095143503968,3062120033.26097,557452420.299226,-4109564844.54895,-1009437733.3839,0.761821568012238,-0.0452557101106228,22527870942.6682,18418306098.1193,1.544,9.656,3.019,3.419,0.342962503433228,1
53,20726782363.7944,129.003331214359,1.67087435722351,1614811017.00178,11652675524.504229,1126395091.7459912,1.8611779429387385,24.58737630583977,6068494840.389694,1.48212385177612,7.60675001144409,23554948557.549194,22184375031.606693,9833297096.775354,-1.4849403976000275,3.01397179156053,-1.7727599894555794,91.79944915717331,82.69112866818067,-14043832.4430181,1508010387.30475,694265433.271918,-204558948.6129,1.61964797973633,2.19893225826166,175328605.866594,869602190.642627,2.313,5.719,3.334,3.507,1.30208480358124,1
54,2479347909060.48,171.621576003377,-0.302205294370651,-29762864650.3282,569380732947.8177,-73069992884.4884,3.871436939280244,11.002675513134276,311992555245.59485,0.13084465265274,4.2933497428894,2892606499701.852,2592651554016.057,672210270766.6162,-1.400032740919201,3.72950573539131,-2.9749629431498903,61.596239029991104,55.7289401409478,-1155591043.10925,-31261609594.8237,-29377866496.2087,73066673168.4714,-0.796840608119965,1.02531077187097,52725478976.0263,23347612479.8177,15.73,4.937,10.309,6.51,0.268094271421433,2
55,839487253839.715,151.176675071352,-0.473180323839188,-30279059752.9683,207469184502.7022,-4976882675.837271,5.019287680462824,8.808471290592964,98575590880.94511,0.138761013746262,2.84207797050476,1124908875334.173,1073050215306.0295,245377166670.5157,3.809958371917304,3.03058664969487,3.7977842664278256,50.14133314520785,49.68191188202892,39061578.8918444,-31887652359.2139,-33774657690.2885,7628922414.84497,-0.502156674861908,0.937689273635294,41147157049.2237,7372499358.93521,4.377,2.377,6.209,3.59,0.131288319826126,2
56,177767447040.489,119.618699575991,-1.38980269432068,15762600000.0,90614900000.0,16620400000.0,5.513790574188263,19.31538643587064,45127715143.82403,-1.31065630912781,3.55150008201599,198645212013.5364,233636097800.33844,75160500000.0,7.354827436682228,-0.198965380023928,6.671790564237796,45.23866711653015,28.58542869908384,-11100000.0,13120670000.0,-1166000000.0,308200000.0,-2.6091480255127,2.36838831392184,2878000000.0,1712000000.0,8.858,7.465,5.777,13.02,-0.964265942573547,3
57,208708508843.772,106.584326346003,1.45883345603943,-44933860211.6348,624122445494.446,14015369714.517624,5.297728025923703,12.057105784247728,48099775024.870514,1.2576550245285,3.27185988426208,383932491529.46606,373950755275.47394,665048489233.7051,2.327213076767464,0.939044481054393,1.9306498369259089,89.28683113691967,88.52420691268397,-39386273676.6231,-74027301282.6303,-90260469931.6818,-4007816472.37548,0.959303259849548,1.36762695363797,212069923955.057,121809454023.375,3.22,8.63,5.952,4.95,1.30319917201996,1
58,341551732943.002,108.185357515905,0.774113774299622,13363100000.0,131147100000.0,7361875628.461628,4.156137988977335,22.03634666986053,88689797625.08371,1.2887442111969,6.05673980712891,392290671953.8849,365815345543.575,125993800000.0,3.895974477580296,0.84978312826417,3.874554489090471,71.2367211665167,75.04359622763445,389600000.0,4914200000.0,-2125100000.0,8209800000.0,-0.815560400485992,1.90898263957994,16566900000.0,14441800000.0,2.566,6.146,4.197,3.731,0.658837497234344,1
59,1673081171844.52,110.623595648239,0.234261184930801,65311699942.0448,726823147298.6113,66893079858.82343,0.4831983165971536,18.61866692344106,374477657223.5288,0.451061338186264,4.09527015686035,1944409118968.6245,1803885961650.9773,644039772816.3345,0.3837978096439229,0.611246943765304,-0.4437735229585513,80.72206353063042,70.69388018046088,-1207574624.64826,59388988424.1609,15426713509.6318,-17472810311.6609,0.381040453910828,-1.15302842389952,75243664434.7665,90670377944.3983,5.704,13.676,9.437,9.952,0.905116975307465,1
60,14183306140.1421,162.49153689912,-0.113833971321583,-302634573.942249,6411024352.726692,-2222393638.3871527,0.8922916538222267,13.5821416742441,2150157143.7549624,0.589010059833527,5.16364002227783,18053160209.11376,12860893989.752905,9130143454.867523,-0.7493021788683762,3.90510000865873,1.7708868021377526,84.94768856509847,68.77680544481233,-26665440.5971671,-595727698.642605,-441499585.42181,2416484528.19858,0.388235539197922,0.0688992221522009,821630313.526604,380130728.104793,3.336,2.952,6.713,4.987,0.613028824329376,3
61,4088190737217.58,105.484267885393,1.43116724491119,176609997619.696,1218124140370.245,-14809695880.25514,-0.402169200910933,19.945105920157847,1020789294971.31,1.55019092559814,3.15533995628357,5132804466246.606,5090904512125.53,1028915034659.414,-1.6928648309942247,0.46877615938395,-1.8118182722007528,60.458670325467104,54.89504418780166,-3808661034.19253,227915215372.209,197824294819.293,-12599108091.1349,1.01969504356384,-0.140464977878172,115667441818.991,313491736638.284,2.03,8.354619834710745,2.87,2.351,0.929792582988739,1
62,42516475725.5879,125.604002606804,0.0804249122738838,-772845070.422536,17440985915.49294,-5553521126.760564,1.7512390588061637,16.371807450074375,7285915492.957746,0.0748955011367798,2.98846006393433,50056338028.16902,38696530985.9155,23226366197.18311,2.6187135557598253,0.761514047265601,2.2791706989672638,57.341521396831695,56.17853663032201,25352112.6760563,-1072676056.33803,8042253.52112677,5012535211.26761,-0.274439603090286,2.25750975365016,1262802816.90141,1270845070.42254,24.615,18.094,8.096,16.801,-0.695054590702057,2
63,124244571028.91,188.51643427329,-0.285695314407349,-7027653497.39316,69812174209.7906,14568541279.706076,4.500000000918831,9.132161575976136,16590140851.440231,0.0689593032002449,2.8569700717926,161753905045.72348,168992969881.3743,77902615822.7075,6.617818110927942,5.24547679608392,5.8000000012903286,58.224940130630856,33.0397785442308,231079603.993,-5301311258.30059,-22724545566.2649,1062788115.52369,-0.167979881167412,1.28960848954226,25240926058.3877,2516380492.1228,4.62,6.7,6.05,4.8,-1.23016166687012,2
64,85831083413.107,189.966315017817,-0.807418882846832,-5258353850.90664,11688655434.800816,-8937167365.004023,5.114158857678007,12.170798264106866,12216856971.464369,-0.441803723573685,4.57799243927002,109347544532.6718,91884299776.2417,22230623833.24643,3.9531146482749193,5.23585999425444,2.639694977008162,44.91420079462669,44.07741408188125,207331412.914026,-3731206335.61898,-1604801205.24031,5283614547.53901,-1.10573601722717,1.97845694844255,1822211842.90273,217410637.662419,12.332,4.145,8.137,5.014,-0.307872742414474,2
65,1337160677844.25,115.158634290169,0.705077528953552,59676100000.0,701878600000.0,46150387327.49392,2.243977860110121,17.077865652348525,282027789755.5042,1.33259665966034,4.68465995788574,1605272545120.2742,1512525555462.594,636055800000.0,0.6731920171299635,0.383000303608136,1.1176964748013771,46.12140058459055,56.64501927368634,-169300000.0,59026900000.0,12856000000.0,-6146700000.0,0.546021044254303,0.347874968577526,28515800000.0,41371800000.0,3.892,3.441,3.624,3.746,0.751704931259155,1
66,129183021129.703,126.601512114575,-0.159434482455254,30254864181.8116,114047916993.5571,11445453886.716885,-0.5519593317084457,25.221761237261354,34349977108.86628,-0.0172720868140459,3.75997996330261,124746371837.6475,145442004406.95496,63948913312.99999,-0.9314741730245828,1.09184802655856,0.2638755758985809,3.4999833656963983,62.08539402937509,1083064832.14191,25974888236.925,36919245089.3766,-19844139498.7455,0.175113588571548,2.82985240186539,4295202605.47218,41214447694.8488,5.68,0.67,6.08,2.16,-0.655357837677002,1
67,26483146825.445,116.856984643273,0.480807155370712,-206924677.435059,22176665755.87091,-239949285.905882,0.5875023834940976,19.15717494488332,6556648017.521558,1.06583380699158,4.42054986953735,34465496822.98034,29797273563.929363,22906953812.93262,-0.1182024219364308,2.81140920075615,0.9447059661331424,74.49598867575237,83.86844415365601,505895640.259735,400136698.890687,-499845795.860381,525634922.483761,0.42679351568222,-0.695239140136066,2140083502.32682,1641373477.89501,3.616,13.748,7.087,6.312,0.855667293071747,1
68,40398925323.5651,130.024611761339,-1.1687958240509,-11264596490.4798,21303640609.28022,-11139351720.077225,-6.9149247285102575,15.629783477577291,8065899673.745173,-0.809006750583649,2.60026550292969,62745310851.5444,49015784264.47877,35491423036.59362,-16.90442625016925,3.00538949390383,-14.150418960295568,62.23445077659922,61.842717340534506,1447760967.29165,-5930507157.06714,-1249506885.0908,2923185936.83364,-1.67229104042053,-2.87986589552119,4344737320.37982,3095230435.28902,14.469,9.544,12.329,11.301,-0.515705645084381,3
69,45983380104.4889,118.382098321258,0.666612505912781,1928828105.04246,43577063568.0409,2911439747.1372504,4.665678381223401,16.892030010318805,9258273613.082338,1.00776672363281,3.96757006645203,51897093013.74894,49251026938.109726,42581224327.68048,4.914028014928576,2.33450937988027,3.988648728702444,70.25622829397166,74.33465483042224,920816812.600912,2116886614.86335,-1907689383.32438,932988864.68208,0.770523190498352,-0.264704354944785,3161725644.41798,1254036261.0936,2.904,18.124,8.298,6.255,0.994766891002655,1
70,38530629915.6982,115.087815087815,2.07251167297363,6262984952.80829,492509306087.528,21299082841.92153,2.915847915000498,17.23898833232164,12048416058.133314,1.69563114643097,3.73954010009766,48591422481.66267,63553662767.63912,486479986801.057,10.35394016977382,1.74332075653848,13.67266539178651,91.94321244095326,91.70131485332573,-88851348.4779172,6170964926.73555,-19302258676.068,233665666.337277,1.33317494392395,1.9628449198635,368166402230.054,348864143553.986,3.641,8.797,6.237,5.595,1.49149036407471,1
71,262142361843.096,121.463089485085,0.233307585120201,12795413586.6752,254133683254.6626,27486823561.788013,4.413187421295859,11.653100184342987,42554525681.53783,0.967821717262268,3.97953963279724,337690897459.7281,361061154335.4569,236159399249.8238,2.593875501025053,0.662891865764413,3.7527514163028286,60.09401493801028,57.80897182610394,89021908.5506966,7160510346.3202,-9526697129.45516,-5178870418.16388,0.146066397428513,1.24151463105699,25299246553.3188,15772549423.8636,3.86,2.2,3.53,3.26,-0.0478364825248718,1
72,571768592207.8257,113.452474124359,0.210038229823112,1440912525.01513,33825423115.029,2921591445.1994705,7.0587272892438335,16.32148535708655,2610193737.9864564,0.824310183525085,4.93738985061646,13070787194.855911,14317495718.216543,32194796599.1477,1.9503969800607641,1.6420600176894,5.632109910087863,78.71588906866728,84.39389254840998,121733873.262163,267054498.008228,-1759087007.29103,-189713990.866061,1.0135281085968,3.93135631850717,12419042833.5373,10659955826.2463,2.564,4.542,3.713,3.627,1.08001840114594,1
73,989328890501.085,141.542522969974,-0.917184710502625,-5739652518.00004,517378688918.0,-5251358816.896066,-0.2781487812711276,11.111406388981075,145027462888.2309,-0.306652963161469,4.62572002410889,1316113814201.0908,1230994798800.413,559256471745.0,-1.5992505670730992,3.63596142127046,0.2001765417437582,92.73712733714862,70.30539462362917,-55866469.0,-15909153636.0,-36749234831.0,36138130309.0,-0.843628823757172,0.860265089734684,51664120073.0,14914885242.0,4.399,3.223,4.094,3.477,0.0088830990716815,1
74,10178934511.5583,195.758969878896,-0.455313384532928,-2161686815.38961,8810063262.87175,-846989980.5927477,5.602244220642547,13.107964863903756,1862164548.4558,-0.234557524323463,3.65236973762512,15053348998.48251,12699305813.079763,11212446420.008,3.083615250626252,7.30106953550723,3.81555115396688,9.504232167248846,31.261427083490585,160804820.12981,-2224790050.37909,-1568778708.52453,240696341.746638,0.636659681797028,2.13999709629328,1963264836.84008,394486128.315549,6.887,7.419,12.546,9.269,0.322758585214615,3
75,4900759293.45808,116.740696925397,-0.0298482794314623,-795654394.400466,2767315784.009322,-1172216500.6156943,4.062944991671969,17.79790684864435,986369640.6582336,0.106615714728832,4.3894049759771,6714270681.741856,4502794134.109482,3880935637.2362456,3.788950363983062,0.361563704540767,-0.9849069202518876,40.900692792706685,52.07596522604738,108078.2684265,-964104119.966395,61926528.4693771,317965458.826457,0.0580168217420578,-0.0319870125812963,280745852.331186,342672380.800563,11.35,25.755,15.372,15.128,0.0240551773458719,1
76,114851903519.132,111.067558219968,-0.335644423961639,-4406759940.68629,44676344434.63451,-10071252426.413183,2.890974761370771,18.178936569030096,23436333455.19989,-0.25156381726265,5.00325679779053,138991518835.87067,115474495574.33047,56758647442.26948,4.06736627082465,0.303386036590383,3.3932718463457405,73.84901285201583,69.07216381267881,318558.570036253,-3329426607.78656,-2032924298.71828,7675543066.94874,-0.345829725265503,1.04358412669917,2661287557.53168,628363258.813406,30.28,10.32,18.07,9.3,-0.624412834644318,2
77,11806791078.1276,182.353092070672,-0.858943164348602,-2946063213.16979,5860440789.711515,3427535409.927451,2.317807397225863,16.07278610266293,117298041781.63626,-0.888383805751801,6.2863941192627,701239201551.8392,13823578182.331411,10051207285.973602,-0.2619131399444114,2.80270307928106,1.2837375044616408,47.00523137592641,41.32367284681543,105898354.065061,-2842277045.70146,-276446308.577426,1244703283.0923,-0.766716241836548,2.88656653514774,536927428.425252,260481119.847825,7.332,6.15,16.43,3.426,-0.54049152135849,3
78,740741621497.968,115.907994941178,1.86780214309692,62998005543.5868,1056639363203.64,89242268972.54887,1.9555884157404648,24.615062941621417,224044911545.0977,1.76726531982422,5.15986013412476,820952078596.0771,811574240627.4497,985882383967.224,1.0214960372036472,2.63369910249601,0.4019585845869784,87.23407406364134,65.45882320247043,-453507756.926404,64743530892.8561,-18495023810.0108,-7758973692.82998,0.821221172809601,0.65507157480522,323909345407.356,305414321597.345,2.274,5.732,3.186,3.38,1.48340129852295,1
79,176367124500.655,114.240911764414,2.13102984428406,-5944952527.40173,63913300138.049805,542864201.5976282,2.4459831551537263,18.8426542833911,40152186444.86535,1.63260245323181,5.17202997207642,212414724532.65253,195232809025.77612,69520089517.724,1.9580420408642996,1.61963190184048,-0.7560171668912687,52.309212067448975,62.78507754542076,-24184543.3794493,-4488154257.09727,-5800703162.37152,-338826072.551872,1.41574943065643,1.59115889619722,11838319003.2212,6038259645.3048,2.22,5.39,4.5,4.109,1.53711998462677,1
80,11108606150.7157,162.739607236814,-1.03205943107605,754100000.0,5807400000.0,-562983622.9945011,-2.8970279195436888,15.212998140813191,1931903044.359529,-0.77734512090683,4.59991979598999,13261982422.725616,11464432203.073845,6811200000.0,-6.776531820026463,5.37628990844126,-2.1903632242784283,65.3827004591923,37.39032720999661,107800000.0,345000000.0,-466400000.0,1757900000.0,-0.992481052875519,1.38548472522896,559700000.0,93300000.0,7.101,4.664,7.005,5.2,-1.0979665517807,3
81,375139240375.531,267.505546743183,-1.11513042449951,-13685219004.1987,72245869102.96425,-322411051.0355796,2.208429277148809,16.07278610266293,117298041781.63626,-1.21332895755768,3.0636899471283,701239201551.8392,469862711202.8104,112300386115.3829,2.3121110059510954,11.3964223378115,0.7669325706757775,39.26934781071779,43.95045312048562,10555507248.2543,-21435356914.1556,-9161037468.39943,26369298008.2201,-1.93307113647461,2.44820069834557,11480185914.9539,2319148446.55444,17.149,7.883,14.089,10.695,-0.434002041816711,3
82,9927186725.67308,113.395833333333,-0.456622540950775,-376486924.302537,7972639692.708267,-1734647079.378021,3.910419538401726,13.99745626787434,1764566711.31559,-0.123897232115269,3.30014991760254,14340985527.92499,10946181061.091375,10359349109.23199,4.570858886438472,0.766439573459716,2.5865224287283013,78.0101712480582,65.2606890685025,9112817.29672545,-282433681.456386,-581628527.746654,2010222492.22118,0.0080932611599564,0.022971838409121,753912322.229421,172283794.482767,14.276,23.423,16.692,17.393,-0.0192156545817852,2
83,324344668216.053,120.269658854402,2.03383588790894,11918976388.2639,189962898092.8054,9752727272.727272,1.123777874367974,24.10350806811462,98521363636.36365,1.82778358459473,7.8645601272583,398990000000.0,363442727272.7272,171348446916.2067,-0.6015304687615668,2.16773003305402,1.822628189481975,89.97850814572048,78.16071502965991,-139523822.650021,-2907001854.25779,12545105014.5657,-6695474788.33481,1.14198648929596,0.675061373245644,31137616278.6037,43682721293.1694,2.195,7.988,3.523,3.687,1.65307128429413,1
84,59074357919.7336,113.52928579077,0.421542644500732,-4055452049.89899,44912596662.81118,11014564369.310793,-1.1287110618463032,23.108501627317672,20349544863.45904,0.206465542316437,4.35383987426758,77046236931.07933,89479063719.11574,39784189154.84265,-2.3109498520717864,0.133795057453135,-0.6190208216094533,39.36462731674984,75.93523937481142,93628088.426528,-4274394532.03108,-5849633837.57769,-9183859557.86736,0.589168727397919,0.0350068045198641,7215633904.29105,1366000066.71338,5.35,3.28,4.03,2.94,-1.15397369861603,2
85,298462131376.902,182.320932671494,-0.879330098628998,-8557928000.0,31161150000.0,-32488390584.41558,2.4976369294336536,10.749753170212768,34496976222.67804,-0.718147814273834,2.21491765975952,353397863355.08435,301212846897.21265,64581078000.0,0.2478086235219336,10.5783618004555,4.521463424817213,65.70522574247576,49.79130334487331,294000000.0,-8060000000.0,-6114000000.0,24862000000.0,-2.25163745880127,1.6079813474837,6605000000.0,491000000.0,10.902,4.734,6.699,4.83,-0.862723052501678,3
86,56472425762.5738,122.067568705097,-0.643557012081146,-4025260147.51,30392739037.15,-2376462800.0,3.2818749770670905,11.419592075585143,7103294600.0,0.0999356582760811,3.09329414367676,64579188000.0,67595108300.00001,34210781194.99,1.36751038609313,-0.355083821021257,-1.3984740331982266,56.0529694481305,57.53646070107635,22118534.93,-2165491678.84,-4907494728.54,-207217989.67,0.290878117084503,1.60228973055272,6920398874.22,2012904145.68,5.141,6.145,8.32,6.409,0.599114894866943,1
87,19309314572.8762,155.912649364765,-1.00233256816864,3559120992.27802,11355486495.065758,520159449.9798244,4.480430621718881,15.314317370177632,601417419.3748642,-0.792493879795074,1.8748300075531,3406998416.9848223,23642712258.873554,8183564626.15826,7.525357778325258,3.92867290939597,-0.5748211657021614,72.90567926265467,66.59530757545109,6374934.20932911,4279232633.45752,-1735258627.54762,387199123.370492,-0.705046415328979,2.26018781066996,1854297034.11038,119038406.562757,2.383,1.63,4.952,2.62,0.0942080393433571,3
88,33840040283.0872,143.821040974529,-0.893414497375488,-214507300.169502,14549727021.08333,361208565.20754224,-0.4018551006800095,11.94626870589238,4530662824.418988,-0.576705813407898,3.48983025550842,37564129763.95792,35162627112.269585,15341507814.33219,-2.871029446658042,2.75709727562775,-1.0683625298754291,24.708925865677244,28.31154173141949,151077575.0,-521916361.296317,-1156582861.63746,577273493.079381,-0.0180594231933355,1.33657480808218,1387398201.80509,230815340.167629,2.762,4.99,5.928,6.595,0.0529923103749752,2
89,195779707013.036,130.290437892643,-0.509206771850586,-1282039853.42553,57294462525.1021,2590743440.88844,2.240631768750489,13.244372585251137,30240322467.55278,-0.12579932808876,3.822429895401,225735077755.26437,209360596368.4045,63967403703.8623,-0.0575534744417893,2.25212191358027,-1.1809084127408624,52.68868405134436,43.77499727864514,5078047.40485792,-437642514.235556,-9568111083.62415,5390901325.33459,-0.1636593490839,1.90972560807882,12186505123.8163,2618394040.19209,3.607,2.737,4.372,3.379,0.265319764614105,1
90,375755437994.094,129.621996007385,-0.605999052524567,-3046835246.6567,108142588862.3946,-45505202473.72262,6.118525661185046,12.467754430162064,46981416427.27942,0.0599960312247276,3.3557915687561,422328604705.1359,544645391546.0628,139138524706.27115,5.469628739259818,2.39206534422404,3.7876207775124016,72.27170260080383,49.35442142224284,126951662.0055,-190849492.357554,5276244997.56901,27949100597.2198,-0.928045392036438,1.65518369204871,8125395147.94915,13401640145.5182,3.68,1.282,3.154,2.237,0.0058021922595799,1
91,502710596495.973,114.111779375092,0.610989212989807,-1445000000.0,331334000000.0,22065831027.185413,4.44998787878788,18.02199876599962,107421650659.287,0.512944579124451,4.67881011962891,573992642031.5807,523875891258.3428,334178000000.0,3.370093830842819,2.227478809383,6.211088133492055,87.45869853523133,76.77903829358947,9911000000.0,5805000000.0,-24909000000.0,1399000000.0,0.550631165504456,-0.0244271070993493,39161000000.0,14252000000.0,1.995,8.263,3.617,3.277,0.671857714653015,1
92,191198763626.932,110.624358614714,0.745713293552399,1012789683.60385,113859269491.52968,1085043951.7803905,2.682759921180761,16.997278875643023,40791246506.007774,1.1342910528183,4.63002014160156,238901878687.1212,207703132745.41928,117755932201.3518,1.3081944882529228,0.338178410046034,0.5679553321738808,85.94028110265735,82.36792387802224,2126352696.96967,3486377984.00967,-5731832640.66554,4908340451.00103,1.05163240432739,0.0237334946497115,14746542813.4198,9013574401.32568,5.312,6.627,7.222,6.464,1.19467461109161,1
93,128532465470.175,115.380849813981,0.817250907421112,4259890109.89011,100989560439.56038,25276373626.373627,0.6882409595817478,18.46358929319759,32564466497.318127,0.707452416419983,2.80378007888794,151094894062.70798,175403434875.23682,80122802197.8022,-1.56550436296493,-0.666641124861147,-1.723631157333756,61.55257119288471,66.15520599983995,-142582417.582418,3266758241.75824,-4409615384.61538,-16606868131.8681,0.68427562713623,1.45331728352711,13353021978.022,8943406593.40659,0.35,0.03,0.12,0.1,-1.3074254989624,1
94,203940206516.737,123.780383348878,-0.236526757478714,-12184401122.2688,107969136641.87918,-10298436145.0474,3.853163833482114,17.54061357333455,44030061881.69918,-0.215014025568962,3.56695008277893,261316233770.0644,227086770058.46024,121804284699.4351,-0.4146591688300276,3.82785432599438,-1.5823686544370332,79.65678033305934,75.03760964663185,3185689195.36878,-5727661211.59048,-3552485189.13869,1650281514.09209,0.542171180248261,-0.526814821936341,10620087251.5681,7067841977.97918,1.57,5.867,3.979,3.912,0.51515406370163,1
95,1306105725666.98,180.750263654162,-0.821954846382141,65627250000.0,535566230000.0,129321947358.67648,2.198075713350093,18.101366411120328,306476950401.882,0.024324506521225,3.50932550430298,1563793055349.6392,1521327202630.6543,459758760000.0,1.5506194525186032,4.47036660760193,2.867584571394204,58.85589051585297,53.366682293057686,-264450000.0,63410540000.0,-53520560000.0,-10180220000.0,-0.551099121570587,-0.0495686654330689,107400480000.0,53879920000.0,4.434,10.847,3.973,4.496,-1.11750900745392,2
96,8375800501.34836,151.066652368989,0.521026968955994,-1230865444.15051,2270363897.806901,-1482513213.7025554,9.462286430433808,15.81911996744967,1636697816.9245472,0.0929242670536041,3.23868060112,11828840924.645063,9469113543.607304,4082653229.119123,16.590028112713668,3.34787655037648,11.256080984404065,46.139260922616266,32.20951083087776,260225869.706842,-813944782.476795,-329806402.110672,581423887.16171,0.056940533220768,2.39079436618151,345495491.032473,15689088.9218009,16.502,10.201,20.471,11.236,-1.09754633903503,3
97,666881142022.419,118.399825471917,0.246477007865906,38229839208.6552,306480849698.78485,66919075410.82106,0.8322803268308405,23.404077852842,196258336473.7293,0.261315554380417,5.13781023025513,771645629884.319,814046191667.912,231662339290.1294,-1.8927272804914708,-2.09333333333329,0.3600449305646975,52.72998197180709,59.03321814192103,-1733052533.33333,36163542752.5596,7899468331.16745,-36588671200.0,-0.623455822467804,2.28458901092139,12721458790.0174,20620927121.1849,10.92,1.39,6.059,5.636,-1.65964019298553,1
98,20296897126.0775,109.252930368352,-0.0038142199628055,-1897946141.69292,6281710198.900721,-3339746064.8175254,4.613628097622097,14.007647969660736,3278349369.411836,-0.134347766637802,5.44944429397583,26743742056.95293,20928760047.048306,10270852724.39128,5.018724787248146,1.76011151192938,3.7382531653772872,33.79783392194498,55.31130369339251,369600262.941867,-1519633895.90222,-654976743.551691,2091196383.79764,0.0375259704887867,2.69763115886709,1101038514.29834,446061770.746651,17.057,3.339,5.929,2.863,0.23476654291153,2
99,41260282499.3191,143.997573551714,-0.449989259243011,-3535309659.51345,26807980692.01728,-5116781583.06375,4.331734906082829,16.620230805665955,8561786074.199001,-0.0166272595524788,3.61647009849548,56631025471.85995,42612560900.25575,34739571892.64495,6.148607658734036,1.84922984511086,0.0615982969155624,70.48649667650727,62.59745312180026,-124991931.026127,-3478047021.08031,-2772423596.00477,4396281541.11419,-0.0780941098928452,-0.536610017822353,3453199154.01575,680775558.010978,8.345,10.579,11.234,10.395,-0.0468808114528656,2
100,263598529577.358,114.405785881945,2.12010598182678,60876804378.7685,773266544083.961,111111982629.5781,1.331261326899508,10.242556403263396,38597801720.91502,2.23171925544739,2.72968006134033,264402950391.37692,357819622067.2385,705242182298.0,-1.1267250673060545,0.565260568780326,-1.4550979032228923,50.21348140737859,57.334713853092246,-84127461.2874555,63560070617.4138,-43087593693.3031,-7147557407.19249,1.4803055524826,1.14428330688929,154648470668.728,111560876975.425,4.85,5.44,5.98,3.1,-0.206522792577744,1
101,85375444090.6831,115.338987748767,0.188275024294853,-3531960379.16156,101374265512.15051,342424863.058823,2.511256197763771,19.58385056977922,20702417481.364677,0.549811840057373,4.27319002151489,105369255317.50572,94512566892.98808,103727004029.29442,3.2483377000208407,2.66456133425431,7.424983896643411,91.12227274326732,86.7156156926288,747220863.86372,-1547475326.69101,-2456099546.02119,-1179221862.01773,0.667275547981262,0.135328072840865,6971667305.64572,4515567759.62453,2.517,31.888,4.823,5.761,0.86135721206665,1
102,43437488660.6018,111.051074912815,0.888942241668701,3185227401.19531,47474281257.27776,4672313818.909797,3.522679239992541,18.307704078359222,9956947729.921553,1.04191696643829,4.8964900970459,49714340495.05874,47440083249.41169,43681861706.0468,7.382245889973632,1.63052260754344,8.191756295247473,82.86326868974801,76.0414105426278,-247391550.52424,2257325172.35108,-914941976.883328,-607192138.27802,0.801483511924744,0.696304046333357,2873310983.1309,1958367894.30515,3.001,9.364,4.644,4.448,0.977437853813171,1
103,316519190735.271,158.935639935493,-0.0310517251491547,-10200410538.59,114383933526.5864,1971031569.723808,0.25993557707082,19.58008003989294,76231131928.22652,0.12788100540638,5.92770004272461,387359000651.3466,350084168294.1527,122190279879.8666,-1.3446195448466651,4.12024587014984,-0.6974166619690152,46.44169738393766,53.61221670373612,16899067.3777317,-7194950237.17835,-9745209303.01925,-2394064185.30949,-0.283249706029892,1.29507386292128,18295724154.3506,8550514851.3314,13.108,30.666,27.903,25.538,0.642934679985046,2
104,1184303868110.12,110.961443623997,0.666526734828949,29247197810.4435,562361956833.5703,40991798125.49013,1.9839662230883024,18.861946844392637,262995907639.21527,0.968881249427795,4.23021984100342,1353328257003.9194,1264579676290.194,519005795919.2854,2.2546826711287764,0.699518994458739,0.4518523641561245,79.16178658545347,70.12902219664655,4705030094.42637,28923548072.0779,2441416778.92314,-14106737133.766,0.292700946331024,0.717715637103499,73286603733.2514,75729139376.0003,8.615,19.912,14.489,14.104,1.03611528873444,1
105,80057332389.295,155.528883036153,-0.303825676441193,-1843400223.16081,19666076680.019966,-5143694975.955261,-0.2204838860726141,8.972548564449351,7986912161.56207,-0.124889262020588,1.5554107427597,94158674917.3438,82065681025.62912,27275430961.5346,-4.08973179596471,3.52839358231838,2.0282816265403625,72.27363780754004,41.42765313972813,23110883.153365,-2459916136.02074,-2461686799.89504,5765954058.35387,-0.21556980907917,0.611875945764341,2713440755.7775,251753955.882464,7.789,3.107,7.293,4.67,-0.0890978872776031,3
